State,State_code,Year,State_Minimum_Wage,State_Minimum_Wage_2020_Dollars,Federal_Minimum_Wage,Federal_Minimum_Wage_2020_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2020_Dollars
Michigan,MI,1990,3.35,6.63,3.35,6.63,3.35,6.63
Minnesota,MN,1990,3.55,7.03,3.35,6.63,3.55,7.03
Mississippi,MS,1990,0,0,3.35,6.63,3.35,6.63
Missouri,MO,1990,0,0,3.35,6.63,3.35,6.63
Montana,MT,1990,3.35,6.63,3.35,6.63,3.35,6.63
Nebraska,NE,1990,3.35,6.63,3.35,6.63,3.35,6.63
Nevada,NV,1990,3.35,6.63,3.35,6.63,3.35,6.63
New Hampshire,NH,1990,3.55,7.03,3.35,6.63,3.55,7.03
New Jersey,NJ,1990,3.35,6.63,3.35,6.63,3.35,6.63
New Mexico,NM,1990,3.35,6.63,3.35,6.63,3.35,6.63
New York,NY,1990,3.35,6.63,3.35,6.63,3.35,6.63
North Carolina,NC,1990,3.35,6.63,3.35,6.63,3.35,6.63
North Dakota,ND,1990,2.8,5.54,3.35,6.63,3.35,6.63
Ohio,OH,1990,2.3,4.55,3.35,6.63,3.35,6.63
Oklahoma,OK,1990,3.35,6.63,3.35,6.63,3.35,6.63
Oregon,OR,1990,3.35,6.63,3.35,6.63,3.35,6.63
Pennsylvania,PA,1990,3.35,6.63,3.35,6.63,3.35,6.63
Puerto Rico,None,1990,1.2,2.37,3.35,6.63,3.35,6.63
Rhode Island,RI,1990,3.65,7.22,3.35,6.63,3.65,7.22
South Carolina,SC,1990,0,0,3.35,6.63,3.35,6.63
South Dakota,SD,1990,2.8,5.54,3.35,6.63,3.35,6.63
Tennessee,TN,1990,0,0,3.35,6.63,3.35,6.63
Texas,TX,1990,3.35,6.63,3.35,6.63,3.35,6.63
U.S. Virgin Islands,None,1990,3.35,6.63,3.35,6.63,3.35,6.63
Utah,UT,1990,2.5,4.95,3.35,6.63,3.35,6.63
Vermont,VT,1990,3.55,7.03,3.35,6.63,3.55,7.03
Virginia,VA,1990,2.65,5.24,3.35,6.63,3.35,6.63
Washington,WA,1990,2.3,4.55,3.35,6.63,3.35,6.63
West Virginia,WV,1990,3.35,6.63,3.35,6.63,3.35,6.63
Wisconsin,WI,1990,3.35,6.63,3.35,6.63,3.35,6.63
Wyoming,WY,1990,1.6,3.17,3.35,6.63,3.35,6.63
Alabama,AL,1991,0,0,3.8,7.22,3.8,7.22
Alaska,AK,1991,4.3,8.17,3.8,7.22,4.3,8.17
Arizona,AZ,1991,0,0,3.8,7.22,3.8,7.22
Arkansas,AR,1991,3.35,6.36,3.8,7.22,3.8,7.22
California,CA,1991,4.25,8.07,3.8,7.22,4.25,8.07
Colorado,CO,1991,3,5.7,3.8,7.22,3.8,7.22
Connecticut,CT,1991,4.25,8.07,3.8,7.22,4.25,8.07
Delaware,DE,1991,3.8,7.22,3.8,7.22,3.8,7.22
District of Columbia,DC,1991,3.7,7.03,3.8,7.22,3.8,7.22
Florida,FL,1991,0,0,3.8,7.22,3.8,7.22
Georgia,GA,1991,3.25,6.17,3.8,7.22,3.8,7.22
Guam,None,1991,3.8,7.22,3.8,7.22,3.8,7.22
Hawaii,HI,1991,3.85,7.31,3.8,7.22,3.85,7.31
Idaho,ID,1991,3.8,7.22,3.8,7.22,3.8,7.22
Illinois,IL,1991,3.8,7.22,3.8,7.22,3.8,7.22
Indiana,IN,1991,3.35,6.36,3.8,7.22,3.8,7.22
Iowa,IA,1991,4.25,8.07,3.8,7.22,4.25,8.07
Kansas,KS,1991,2.65,5.03,3.8,7.22,3.8,7.22
Kentucky,KY,1991,3.8,7.22,3.8,7.22,3.8,7.22
Louisiana,LA,1991,0,0,3.8,7.22,3.8,7.22
Maine,ME,1991,3.85,7.31,3.8,7.22,3.85,7.31
Maryland,MD,1991,3.8,7.22,3.8,7.22,3.8,7.22
Massachusetts,MA,1991,3.75,7.12,3.8,7.22,3.8,7.22
Michigan,MI,1991,3.35,6.36,3.8,7.22,3.8,7.22
Minnesota,MN,1991,4.25,8.07,3.8,7.22,4.25,8.07
Mississippi,MS,1991,0,0,3.8,7.22,3.8,7.22
Missouri,MO,1991,3.8,7.22,3.8,7.22,3.8,7.22
Montana,MT,1991,3.8,7.22,3.8,7.22,3.8,7.22
Nebraska,NE,1991,3.35,6.36,3.8,7.22,3.8,7.22
Nevada,NV,1991,3.8,7.22,3.8,7.22,3.8,7.22
New Hampshire,NH,1991,3.85,7.31,3.8,7.22,3.85,7.31
New Jersey,NJ,1991,3.8,7.22,3.8,7.22,3.8,7.22
New Mexico,NM,1991,3.35,6.36,3.8,7.22,3.8,7.22
New York,NY,1991,3.8,7.22,3.8,7.22,3.8,7.22
North Carolina,NC,1991,3.35,6.36,3.8,7.22,3.8,7.22
North Dakota,ND,1991,3.4,6.46,3.8,7.22,3.8,7.22
Ohio,OH,1991,3.8,7.22,3.8,7.22,3.8,7.22
Oklahoma,OK,1991,3.8,7.22,3.8,7.22,3.8,7.22
Oregon,OR,1991,4.75,9.02,3.8,7.22,4.75,9.02
Pennsylvania,PA,1991,3.8,7.22,3.8,7.22,3.8,7.22
Puerto Rico,None,1991,1.2,2.28,3.8,7.22,3.8,7.22
Rhode Island,RI,1991,4.25,8.07,3.8,7.22,4.25,8.07
South Carolina,SC,1991,0,0,3.8,7.22,3.8,7.22
South Dakota,SD,1991,3.8,7.22,3.8,7.22,3.8,7.22
Tennessee,TN,1991,0,0,3.8,7.22,3.8,7.22
Texas,TX,1991,3.35,6.36,3.8,7.22,3.8,7.22
U.S. Virgin Islands,None,1991,4.65,8.83,3.8,7.22,4.65,8.83
Utah,UT,1991,3.8,7.22,3.8,7.22,3.8,7.22
Vermont,VT,1991,3.85,7.31,3.8,7.22,3.85,7.31
Virginia,VA,1991,2.65,5.03,3.8,7.22,3.8,7.22
Washington,WA,1991,4.25,8.07,3.8,7.22,4.25,8.07
West Virginia,WV,1991,3.35,6.36,3.8,7.22,3.8,7.22
Wisconsin,WI,1991,3.8,7.22,3.8,7.22,3.8,7.22
Wyoming,WY,1991,1.6,3.04,3.8,7.22,3.8,7.22
Alabama,AL,1992,0,0,4.25,7.84,4.25,7.84
Alaska,AK,1992,4.75,8.76,4.25,7.84,4.75,8.76
Arizona,AZ,1992,0,0,4.25,7.84,4.25,7.84
Arkansas,AR,1992,3.65,6.73,4.25,7.84,4.25,7.84
California,CA,1992,4.25,7.84,4.25,7.84,4.25,7.84
Colorado,CO,1992,3,5.53,4.25,7.84,4.25,7.84
Connecticut,CT,1992,4.27,7.87,4.25,7.84,4.27,7.87
Delaware,DE,1992,4.25,7.84,4.25,7.84,4.25,7.84
District of Columbia,DC,1992,3.9,7.19,4.25,7.84,4.25,7.84
Florida,FL,1992,0,0,4.25,7.84,4.25,7.84
Georgia,GA,1992,3.25,5.99,4.25,7.84,4.25,7.84
Guam,None,1992,4.25,7.84,4.25,7.84,4.25,7.84
Hawaii,HI,1992,3.85,7.1,4.25,7.84,4.25,7.84
Idaho,ID,1992,4.25,7.84,4.25,7.84,4.25,7.84
Illinois,IL,1992,4.25,7.84,4.25,7.84,4.25,7.84
Indiana,IN,1992,3.35,6.18,4.25,7.84,4.25,7.84
Iowa,IA,1992,4.65,8.57,4.25,7.84,4.65,8.57
Kansas,KS,1992,2.65,4.89,4.25,7.84,4.25,7.84
Kentucky,KY,1992,4.25,7.84,4.25,7.84,4.25,7.84
Louisiana,LA,1992,0,0,4.25,7.84,4.25,7.84
Maine,ME,1992,4.25,7.84,4.25,7.84,4.25,7.84
Maryland,MD,1992,4.25,7.84,4.25,7.84,4.25,7.84
Massachusetts,MA,1992,4.25,7.84,4.25,7.84,4.25,7.84
Michigan,MI,1992,3.35,6.18,4.25,7.84,4.25,7.84
Minnesota,MN,1992,4.25,7.84,4.25,7.84,4.25,7.84
Mississippi,MS,1992,0,0,4.25,7.84,4.25,7.84
Missouri,MO,1992,4.25,7.84,4.25,7.84,4.25,7.84
Montana,MT,1992,4.25,7.84,4.25,7.84,4.25,7.84
Nebraska,NE,1992,4.25,7.84,4.25,7.84,4.25,7.84
Nevada,NV,1992,4.25,7.84,4.25,7.84,4.25,7.84
New Hampshire,NH,1992,4.25,7.84,4.25,7.84,4.25,7.84
New Jersey,NJ,1992,4.25,7.84,4.25,7.84,4.25,7.84
New Mexico,NM,1992,3.35,6.18,4.25,7.84,4.25,7.84
New York,NY,1992,4.25,7.84,4.25,7.84,4.25,7.84
North Carolina,NC,1992,3.8,7.01,4.25,7.84,4.25,7.84
North Dakota,ND,1992,4.25,7.84,4.25,7.84,4.25,7.84
Ohio,OH,1992,4.25,7.84,4.25,7.84,4.25,7.84
Oklahoma,OK,1992,4.25,7.84,4.25,7.84,4.25,7.84
Oregon,OR,1992,4.75,8.76,4.25,7.84,4.75,8.76
Pennsylvania,PA,1992,4.25,7.84,4.25,7.84,4.25,7.84
Puerto Rico,None,1992,1.2,2.21,4.25,7.84,4.25,7.84
Rhode Island,RI,1992,4.45,8.2,4.25,7.84,4.45,8.2
South Carolina,SC,1992,0,0,4.25,7.84,4.25,7.84
South Dakota,SD,1992,4.25,7.84,4.25,7.84,4.25,7.84
Tennessee,TN,1992,0,0,4.25,7.84,4.25,7.84
Texas,TX,1992,3.35,6.18,4.25,7.84,4.25,7.84
U.S. Virgin Islands,None,1992,4.65,8.57,4.25,7.84,4.65,8.57
Utah,UT,1992,4.25,7.84,4.25,7.84,4.25,7.84
Vermont,VT,1992,4.25,7.84,4.25,7.84,4.25,7.84
Virginia,VA,1992,3.65,6.73,4.25,7.84,4.25,7.84
Washington,WA,1992,4.25,7.84,4.25,7.84,4.25,7.84
West Virginia,WV,1992,3.8,7.01,4.25,7.84,4.25,7.84
Wisconsin,WI,1992,3.8,7.01,4.25,7.84,4.25,7.84
Wyoming,WY,1992,1.6,2.95,4.25,7.84,4.25,7.84
Alabama,AL,1993,0,0,4.25,7.61,4.25,7.61
Alaska,AK,1993,4.75,8.5,4.25,7.61,4.75,8.5
Arizona,AZ,1993,0,0,4.25,7.61,4.25,7.61
Arkansas,AR,1993,3.65,6.53,4.25,7.61,4.25,7.61
California,CA,1993,4.25,7.61,4.25,7.61,4.25,7.61
Colorado,CO,1993,3,5.37,4.25,7.61,4.25,7.61
Connecticut,CT,1993,4.27,7.64,4.25,7.61,4.27,7.64
Delaware,DE,1993,4.25,7.61,4.25,7.61,4.25,7.61
District of Columbia,DC,1993,3.9,6.98,4.25,7.61,4.25,7.61
Florida,FL,1993,0,0,4.25,7.61,4.25,7.61
Georgia,GA,1993,3.25,5.82,4.25,7.61,4.25,7.61
Guam,None,1993,4.25,7.61,4.25,7.61,4.25,7.61
Hawaii,HI,1993,3.85,6.89,4.25,7.61,4.25,7.61
Idaho,ID,1993,4.25,7.61,4.25,7.61,4.25,7.61
Illinois,IL,1993,4.25,7.61,4.25,7.61,4.25,7.61
Indiana,IN,1993,3.35,6,4.25,7.61,4.25,7.61
Iowa,IA,1993,4.65,8.32,4.25,7.61,4.65,8.32
Kansas,KS,1993,2.65,4.74,4.25,7.61,4.25,7.61
Kentucky,KY,1993,4.25,7.61,4.25,7.61,4.25,7.61
Louisiana,LA,1993,0,0,4.25,7.61,4.25,7.61
Maine,ME,1993,4.25,7.61,4.25,7.61,4.25,7.61
Maryland,MD,1993,4.25,7.61,4.25,7.61,4.25,7.61
Massachusetts,MA,1993,4.25,7.61,4.25,7.61,4.25,7.61
Michigan,MI,1993,3.35,6,4.25,7.61,4.25,7.61
Minnesota,MN,1993,4.25,7.61,4.25,7.61,4.25,7.61
Mississippi,MS,1993,0,0,4.25,7.61,4.25,7.61
Missouri,MO,1993,4.25,7.61,4.25,7.61,4.25,7.61
Montana,MT,1993,4.25,7.61,4.25,7.61,4.25,7.61
Nebraska,NE,1993,4.25,7.61,4.25,7.61,4.25,7.61
Nevada,NV,1993,4.25,7.61,4.25,7.61,4.25,7.61
New Hampshire,NH,1993,4.25,7.61,4.25,7.61,4.25,7.61
New Jersey,NJ,1993,4.25,7.61,4.25,7.61,4.25,7.61
New Mexico,NM,1993,3.35,6,4.25,7.61,4.25,7.61
New York,NY,1993,4.25,7.61,4.25,7.61,4.25,7.61
North Carolina,NC,1993,3.8,6.8,4.25,7.61,4.25,7.61
North Dakota,ND,1993,4.25,7.61,4.25,7.61,4.25,7.61
Ohio,OH,1993,4.25,7.61,4.25,7.61,4.25,7.61
Oklahoma,OK,1993,4.25,7.61,4.25,7.61,4.25,7.61
Oregon,OR,1993,4.75,8.5,4.25,7.61,4.75,8.5
Pennsylvania,PA,1993,4.25,7.61,4.25,7.61,4.25,7.61
Puerto Rico,None,1993,1.2,2.15,4.25,7.61,4.25,7.61
Rhode Island,RI,1993,4.45,7.97,4.25,7.61,4.45,7.97
South Carolina,SC,1993,0,0,4.25,7.61,4.25,7.61
South Dakota,SD,1993,4.25,7.61,4.25,7.61,4.25,7.61
Tennessee,TN,1993,0,0,4.25,7.61,4.25,7.61
Texas,TX,1993,3.35,6,4.25,7.61,4.25,7.61
U.S. Virgin Islands,None,1993,4.65,8.32,4.25,7.61,4.65,8.32
Utah,UT,1993,4.25,7.61,4.25,7.61,4.25,7.61
Vermont,VT,1993,4.25,7.61,4.25,7.61,4.25,7.61
Virginia,VA,1993,3.65,6.53,4.25,7.61,4.25,7.61
Washington,WA,1993,4.25,7.61,4.25,7.61,4.25,7.61
West Virginia,WV,1993,3.8,6.8,4.25,7.61,4.25,7.61
Wisconsin,WI,1993,3.8,6.8,4.25,7.61,4.25,7.61
Wyoming,WY,1993,1.6,2.86,4.25,7.61,4.25,7.61
Alabama,AL,1994,0,0,4.25,7.42,4.25,7.42
Alaska,AK,1994,4.75,8.29,4.25,7.42,4.75,8.29
Arizona,AZ,1994,0,0,4.25,7.42,4.25,7.42
Arkansas,AR,1994,4.25,7.42,4.25,7.42,4.25,7.42
California,CA,1994,4.25,7.42,4.25,7.42,4.25,7.42
Colorado,CO,1994,3,5.24,4.25,7.42,4.25,7.42
Connecticut,CT,1994,4.27,7.45,4.25,7.42,4.27,7.45
Delaware,DE,1994,4.25,7.42,4.25,7.42,4.25,7.42
District of Columbia,DC,1994,4.25,7.42,4.25,7.42,4.25,7.42
Florida,FL,1994,0,0,4.25,7.42,4.25,7.42
Georgia,GA,1994,3.25,5.67,4.25,7.42,4.25,7.42
Guam,None,1994,4.25,7.42,4.25,7.42,4.25,7.42
Hawaii,HI,1994,5.25,9.16,4.25,7.42,5.25,9.16
Idaho,ID,1994,4.25,7.42,4.25,7.42,4.25,7.42
Illinois,IL,1994,4.25,7.42,4.25,7.42,4.25,7.42
Indiana,IN,1994,3.35,5.85,4.25,7.42,4.25,7.42
Iowa,IA,1994,4.65,8.12,4.25,7.42,4.65,8.12
Kansas,KS,1994,2.65,4.63,4.25,7.42,4.25,7.42
Kentucky,KY,1994,4.25,7.42,4.25,7.42,4.25,7.42
Louisiana,LA,1994,0,0,4.25,7.42,4.25,7.42
Maine,ME,1994,4.25,7.42,4.25,7.42,4.25,7.42
Maryland,MD,1994,4.25,7.42,4.25,7.42,4.25,7.42
Massachusetts,MA,1994,4.25,7.42,4.25,7.42,4.25,7.42
Michigan,MI,1994,3.35,5.85,4.25,7.42,4.25,7.42
Minnesota,MN,1994,4.25,7.42,4.25,7.42,4.25,7.42
Mississippi,MS,1994,0,0,4.25,7.42,4.25,7.42
Missouri,MO,1994,4.25,7.42,4.25,7.42,4.25,7.42
Montana,MT,1994,4.25,7.42,4.25,7.42,4.25,7.42
Nebraska,NE,1994,4.25,7.42,4.25,7.42,4.25,7.42
Nevada,NV,1994,4.25,7.42,4.25,7.42,4.25,7.42
New Hampshire,NH,1994,4.25,7.42,4.25,7.42,4.25,7.42
New Jersey,NJ,1994,5.05,8.81,4.25,7.42,5.05,8.81
New Mexico,NM,1994,4.25,7.42,4.25,7.42,4.25,7.42
New York,NY,1994,4.25,7.42,4.25,7.42,4.25,7.42
North Carolina,NC,1994,4.25,7.42,4.25,7.42,4.25,7.42
North Dakota,ND,1994,4.25,7.42,4.25,7.42,4.25,7.42
Ohio,OH,1994,4.25,7.42,4.25,7.42,4.25,7.42
Oklahoma,OK,1994,4.25,7.42,4.25,7.42,4.25,7.42
Oregon,OR,1994,4.75,8.29,4.25,7.42,4.75,8.29
Pennsylvania,PA,1994,4.25,7.42,4.25,7.42,4.25,7.42
Puerto Rico,None,1994,1.2,2.09,4.25,7.42,4.25,7.42
Rhode Island,RI,1994,4.45,7.77,4.25,7.42,4.45,7.77
South Carolina,SC,1994,0,0,4.25,7.42,4.25,7.42
South Dakota,SD,1994,4.25,7.42,4.25,7.42,4.25,7.42
Tennessee,TN,1994,0,0,4.25,7.42,4.25,7.42
Texas,TX,1994,3.35,5.85,4.25,7.42,4.25,7.42
U.S. Virgin Islands,None,1994,4.65,8.12,4.25,7.42,4.65,8.12
Utah,UT,1994,4.25,7.42,4.25,7.42,4.25,7.42
Vermont,VT,1994,4.25,7.42,4.25,7.42,4.25,7.42
Virginia,VA,1994,4.25,7.42,4.25,7.42,4.25,7.42
Washington,WA,1994,4.25,7.42,4.25,7.42,4.25,7.42
West Virginia,WV,1994,4.25,7.42,4.25,7.42,4.25,7.42
Wisconsin,WI,1994,4.25,7.42,4.25,7.42,4.25,7.42
Wyoming,WY,1994,1.6,2.79,4.25,7.42,4.25,7.42
Alabama,AL,1995,0,0,4.25,7.21,4.25,7.21
Alaska,AK,1995,4.75,8.06,4.25,7.21,4.75,8.06
Arizona,AZ,1995,0,0,4.25,7.21,4.25,7.21
Arkansas,AR,1995,4.25,7.21,4.25,7.21,4.25,7.21
California,CA,1995,4.25,7.21,4.25,7.21,4.25,7.21
Colorado,CO,1995,3,5.09,4.25,7.21,4.25,7.21
Connecticut,CT,1995,4.27,7.25,4.25,7.21,4.27,7.25
Delaware,DE,1995,4.25,7.21,4.25,7.21,4.25,7.21
District of Columbia,DC,1995,4.25,7.21,4.25,7.21,4.25,7.21
Florida,FL,1995,0,0,4.25,7.21,4.25,7.21
Georgia,GA,1995,3.25,5.52,4.25,7.21,4.25,7.21
Guam,None,1995,4.25,7.21,4.25,7.21,4.25,7.21
Hawaii,HI,1995,5.25,8.91,4.25,7.21,5.25,8.91
Idaho,ID,1995,4.25,7.21,4.25,7.21,4.25,7.21
Illinois,IL,1995,4.25,7.21,4.25,7.21,4.25,7.21
Indiana,IN,1995,3.35,5.69,4.25,7.21,4.25,7.21
Iowa,IA,1995,4.65,7.89,4.25,7.21,4.65,7.89
Kansas,KS,1995,2.65,4.5,4.25,7.21,4.25,7.21
Kentucky,KY,1995,4.25,7.21,4.25,7.21,4.25,7.21
Louisiana,LA,1995,0,0,4.25,7.21,4.25,7.21
Maine,ME,1995,4.25,7.21,4.25,7.21,4.25,7.21
Maryland,MD,1995,4.25,7.21,4.25,7.21,4.25,7.21
Massachusetts,MA,1995,4.25,7.21,4.25,7.21,4.25,7.21
Michigan,MI,1995,3.35,5.69,4.25,7.21,4.25,7.21
Minnesota,MN,1995,4.25,7.21,4.25,7.21,4.25,7.21
Mississippi,MS,1995,0,0,4.25,7.21,4.25,7.21
Missouri,MO,1995,4.25,7.21,4.25,7.21,4.25,7.21
Montana,MT,1995,4.25,7.21,4.25,7.21,4.25,7.21
Nebraska,NE,1995,4.25,7.21,4.25,7.21,4.25,7.21
Nevada,NV,1995,4.25,7.21,4.25,7.21,4.25,7.21
New Hampshire,NH,1995,4.25,7.21,4.25,7.21,4.25,7.21
New Jersey,NJ,1995,5.05,8.57,4.25,7.21,5.05,8.57
New Mexico,NM,1995,4.25,7.21,4.25,7.21,4.25,7.21
New York,NY,1995,4.25,7.21,4.25,7.21,4.25,7.21
North Carolina,NC,1995,4.25,7.21,4.25,7.21,4.25,7.21
North Dakota,ND,1995,4.25,7.21,4.25,7.21,4.25,7.21
Ohio,OH,1995,4.25,7.21,4.25,7.21,4.25,7.21
Oklahoma,OK,1995,4.25,7.21,4.25,7.21,4.25,7.21
Oregon,OR,1995,4.75,8.06,4.25,7.21,4.75,8.06
Pennsylvania,PA,1995,4.25,7.21,4.25,7.21,4.25,7.21
Puerto Rico,None,1995,1.2,2.04,4.25,7.21,4.25,7.21
Rhode Island,RI,1995,4.45,7.55,4.25,7.21,4.45,7.55
South Carolina,SC,1995,0,0,4.25,7.21,4.25,7.21
South Dakota,SD,1995,4.25,7.21,4.25,7.21,4.25,7.21
Tennessee,TN,1995,0,0,4.25,7.21,4.25,7.21
Texas,TX,1995,3.35,5.69,4.25,7.21,4.25,7.21
U.S. Virgin Islands,None,1995,4.65,7.89,4.25,7.21,4.65,7.89
Utah,UT,1995,4.25,7.21,4.25,7.21,4.25,7.21
Vermont,VT,1995,4.25,7.21,4.25,7.21,4.25,7.21
Virginia,VA,1995,4.25,7.21,4.25,7.21,4.25,7.21
Washington,WA,1995,4.25,7.21,4.25,7.21,4.25,7.21
West Virginia,WV,1995,4.25,7.21,4.25,7.21,4.25,7.21
Wisconsin,WI,1995,4.25,7.21,4.25,7.21,4.25,7.21
Wyoming,WY,1995,1.6,2.72,4.25,7.21,4.25,7.21
Alabama,AL,1996,0,0,4.25,7.01,4.25,7.01
Alaska,AK,1996,4.75,7.83,4.25,7.01,4.75,7.83
Arizona,AZ,1996,0,0,4.25,7.01,4.25,7.01
Arkansas,AR,1996,4.25,7.01,4.25,7.01,4.25,7.01
California,CA,1996,4.25,7.01,4.25,7.01,4.25,7.01
Colorado,CO,1996,3,4.95,4.25,7.01,4.25,7.01
Connecticut,CT,1996,4.27,7.04,4.25,7.01,4.27,7.04
Delaware,DE,1996,4.65,7.67,4.25,7.01,4.65,7.67
District of Columbia,DC,1996,5.25,8.65,4.25,7.01,5.25,8.65
Florida,FL,1996,0,0,4.25,7.01,4.25,7.01
Georgia,GA,1996,3.25,5.36,4.25,7.01,4.25,7.01
Guam,None,1996,4.25,7.01,4.25,7.01,4.25,7.01
Hawaii,HI,1996,5.25,8.65,4.25,7.01,5.25,8.65
Idaho,ID,1996,4.25,7.01,4.25,7.01,4.25,7.01
Illinois,IL,1996,4.25,7.01,4.25,7.01,4.25,7.01
Indiana,IN,1996,3.35,5.52,4.25,7.01,4.25,7.01
Iowa,IA,1996,4.65,7.67,4.25,7.01,4.65,7.67
Kansas,KS,1996,2.65,4.37,4.25,7.01,4.25,7.01
Kentucky,KY,1996,4.25,7.01,4.25,7.01,4.25,7.01
Louisiana,LA,1996,0,0,4.25,7.01,4.25,7.01
Maine,ME,1996,4.25,7.01,4.25,7.01,4.25,7.01
Maryland,MD,1996,4.25,7.01,4.25,7.01,4.25,7.01
Massachusetts,MA,1996,4.75,7.83,4.25,7.01,4.75,7.83
Michigan,MI,1996,3.35,5.52,4.25,7.01,4.25,7.01
Minnesota,MN,1996,4.25,7.01,4.25,7.01,4.25,7.01
Mississippi,MS,1996,0,0,4.25,7.01,4.25,7.01
Missouri,MO,1996,4.25,7.01,4.25,7.01,4.25,7.01
Montana,MT,1996,4.25,7.01,4.25,7.01,4.25,7.01
Nebraska,NE,1996,4.25,7.01,4.25,7.01,4.25,7.01
Nevada,NV,1996,4.25,7.01,4.25,7.01,4.25,7.01
New Hampshire,NH,1996,4.25,7.01,4.25,7.01,4.25,7.01
New Jersey,NJ,1996,5.05,8.33,4.25,7.01,5.05,8.33
New Mexico,NM,1996,4.25,7.01,4.25,7.01,4.25,7.01
New York,NY,1996,4.25,7.01,4.25,7.01,4.25,7.01
North Carolina,NC,1996,4.25,7.01,4.25,7.01,4.25,7.01
North Dakota,ND,1996,4.25,7.01,4.25,7.01,4.25,7.01
Ohio,OH,1996,4.25,7.01,4.25,7.01,4.25,7.01
Oklahoma,OK,1996,4.25,7.01,4.25,7.01,4.25,7.01
Oregon,OR,1996,4.75,7.83,4.25,7.01,4.75,7.83
Pennsylvania,PA,1996,4.25,7.01,4.25,7.01,4.25,7.01
Puerto Rico,None,1996,1.2,1.98,4.25,7.01,4.25,7.01
Rhode Island,RI,1996,4.45,7.34,4.25,7.01,4.45,7.34
South Carolina,SC,1996,0,0,4.25,7.01,4.25,7.01
South Dakota,SD,1996,4.25,7.01,4.25,7.01,4.25,7.01
Tennessee,TN,1996,0,0,4.25,7.01,4.25,7.01
Texas,TX,1996,3.35,5.52,4.25,7.01,4.25,7.01
U.S. Virgin Islands,None,1996,4.65,7.67,4.25,7.01,4.65,7.67
Utah,UT,1996,4.25,7.01,4.25,7.01,4.25,7.01
Vermont,VT,1996,4.75,7.83,4.25,7.01,4.75,7.83
Virginia,VA,1996,4.25,7.01,4.25,7.01,4.25,7.01
Washington,WA,1996,4.9,8.08,4.25,7.01,4.9,8.08
West Virginia,WV,1996,4.25,7.01,4.25,7.01,4.25,7.01
Wisconsin,WI,1996,4.25,7.01,4.25,7.01,4.25,7.01
Wyoming,WY,1996,1.6,2.64,4.25,7.01,4.25,7.01
Alabama,AL,1997,0,0,4.75,7.66,4.75,7.66
Alaska,AK,1997,5.25,8.46,4.75,7.66,5.25,8.46
Arizona,AZ,1997,0,0,4.75,7.66,4.75,7.66
Arkansas,AR,1997,4.25,6.85,4.75,7.66,4.75,7.66
California,CA,1997,4.75,7.66,4.75,7.66,4.75,7.66
Colorado,CO,1997,4.75,7.66,4.75,7.66,4.75,7.66
Connecticut,CT,1997,4.77,7.69,4.75,7.66,4.77,7.69
Delaware,DE,1997,5,8.06,4.75,7.66,5,8.06
District of Columbia,DC,1997,5.75,9.27,4.75,7.66,5.75,9.27
Florida,FL,1997,0,0,4.75,7.66,4.75,7.66
Georgia,GA,1997,3.25,5.24,4.75,7.66,4.75,7.66
Guam,None,1997,4.75,7.66,4.75,7.66,4.75,7.66
Hawaii,HI,1997,5.25,8.46,4.75,7.66,5.25,8.46
Idaho,ID,1997,4.25,6.85,4.75,7.66,4.75,7.66
Illinois,IL,1997,4.75,7.66,4.75,7.66,4.75,7.66
Indiana,IN,1997,3.35,5.4,4.75,7.66,4.75,7.66
Iowa,IA,1997,4.75,7.66,4.75,7.66,4.75,7.66
Kansas,KS,1997,2.65,4.27,4.75,7.66,4.75,7.66
Kentucky,KY,1997,4.25,6.85,4.75,7.66,4.75,7.66
Louisiana,LA,1997,0,0,4.75,7.66,4.75,7.66
Maine,ME,1997,4.75,7.66,4.75,7.66,4.75,7.66
Maryland,MD,1997,4.75,7.66,4.75,7.66,4.75,7.66
Massachusetts,MA,1997,5.25,8.46,4.75,7.66,5.25,8.46
Michigan,MI,1997,3.35,5.4,4.75,7.66,4.75,7.66
Minnesota,MN,1997,4.25,6.85,4.75,7.66,4.75,7.66
Mississippi,MS,1997,0,0,4.75,7.66,4.75,7.66
Missouri,MO,1997,4.75,7.66,4.75,7.66,4.75,7.66
Montana,MT,1997,4.75,7.66,4.75,7.66,4.75,7.66
Nebraska,NE,1997,4.25,6.85,4.75,7.66,4.75,7.66
Nevada,NV,1997,4.75,7.66,4.75,7.66,4.75,7.66
New Hampshire,NH,1997,4.75,7.66,4.75,7.66,4.75,7.66
New Jersey,NJ,1997,5.05,8.14,4.75,7.66,5.05,8.14
New Mexico,NM,1997,4.25,6.85,4.75,7.66,4.75,7.66
New York,NY,1997,4.25,6.85,4.75,7.66,4.75,7.66
North Carolina,NC,1997,4.25,6.85,4.75,7.66,4.75,7.66
North Dakota,ND,1997,4.75,7.66,4.75,7.66,4.75,7.66
Ohio,OH,1997,4.25,6.85,4.75,7.66,4.75,7.66
Oklahoma,OK,1997,4.75,7.66,4.75,7.66,4.75,7.66
Oregon,OR,1997,5.5,8.86,4.75,7.66,5.5,8.86
Pennsylvania,PA,1997,4.75,7.66,4.75,7.66,4.75,7.66
Puerto Rico,None,1997,1.2,1.93,4.75,7.66,4.75,7.66
Rhode Island,RI,1997,5.15,8.3,4.75,7.66,5.15,8.3
